id,liwc.funct,liwc.pronoun,liwc.ppron,liwc.i,liwc.we,liwc.you,liwc.shehe,liwc.they,liwc.ipron,liwc.article,liwc.verb,liwc.auxverb,liwc.past,liwc.present,liwc.future,liwc.adverb,liwc.preps,liwc.conj,liwc.negate,liwc.quant,liwc.number,liwc.swear,liwc.social,liwc.family,liwc.friend,liwc.humans,liwc.affect,liwc.posemo,liwc.negemo,liwc.anx,liwc.anger,liwc.sad,liwc.cogmech,liwc.insight,liwc.cause,liwc.discrep,liwc.tentat,liwc.certain,liwc.inhib,liwc.incl,liwc.excl,liwc.percept,liwc.see,liwc.hear,liwc.feel,liwc.bio,liwc.body,liwc.health,liwc.sexual,liwc.ingest,liwc.relativ,liwc.motion,liwc.space,liwc.time,liwc.work,liwc.achieve,liwc.leisure,liwc.home,liwc.money,liwc.relig,liwc.death,liwc.assent,liwc.nonfl,liwc.filler
12367,11,3,2,0,0,2,1,1,2,3,4,3,2,1,0,2,1,1,0,2,1,1,4,0,0,0,2,1,0,0,0,0,8,2,1,2,3,4,2,0,1,1,0,0,1,1,0,1,0,4,6,2,3,3,1,3,0,0,1,0,0,0,0,0
12369,5,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,4,2,2,2,1,1,0,0,1,0,0,0,0,0
12378,16,3,2,0,0,2,2,0,3,4,7,3,3,3,0,2,5,2,0,5,2,3,6,0,0,3,2,1,1,1,0,0,15,0,0,4,3,0,5,4,4,1,1,0,0,3,0,2,1,2,12,4,4,4,5,6,0,0,2,0,0,1,1,0
12380,11,1,1,0,0,1,0,1,0,1,3,3,1,2,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,1,2,0,0,1,3,3,1,0,0,0,0,1,0,1,0,3,7,4,3,3,1,2,0,0,2,0,0,0,0,0
12389,17,3,2,0,0,2,1,1,2,1,6,3,3,2,0,1,8,1,0,1,0,0,5,0,0,2,3,1,1,0,1,0,11,2,0,2,4,1,4,4,2,4,3,1,1,4,2,1,0,5,7,4,6,3,2,4,0,0,2,0,1,0,1,0
12391,7,1,1,0,0,1,1,0,1,2,1,0,0,1,0,1,1,1,0,2,0,0,1,0,0,3,2,2,0,0,0,0,7,0,0,2,2,0,1,2,2,1,0,0,1,0,0,0,0,1,3,1,2,2,1,2,0,0,0,0,0,0,0,0
12418,20,4,3,0,0,3,3,0,4,5,9,6,2,4,1,0,6,4,0,5,1,1,7,0,0,4,2,1,1,1,0,0,18,2,0,3,3,0,5,6,2,1,1,0,0,3,1,2,0,0,6,3,3,6,6,6,0,0,3,1,0,0,2,0
12421,15,2,2,0,0,2,1,1,1,3,4,2,1,2,0,0,8,0,0,3,0,6,5,0,0,2,1,0,0,0,0,0,17,4,3,1,3,0,2,4,0,2,1,1,0,3,1,1,0,4,5,1,5,4,5,3,0,0,2,1,0,1,1,0
12425,14,2,2,0,0,2,2,0,2,2,3,2,0,3,0,0,7,2,0,0,0,2,5,0,0,1,2,0,0,0,0,0,15,3,3,0,2,0,2,7,1,1,1,1,0,3,1,2,0,1,4,3,3,4,3,2,0,0,2,1,0,0,1,0
12434,7,1,1,0,0,1,1,0,1,2,1,0,0,1,0,1,1,1,0,2,0,0,1,0,0,3,2,2,0,0,0,0,7,0,0,2,2,0,1,2,2,1,0,0,1,0,0,0,0,1,3,1,2,2,1,2,0,0,0,0,0,0,0,0
12435,9,2,1,0,0,1,0,1,1,1,6,1,0,6,0,4,3,4,0,1,0,4,2,0,0,3,3,3,0,0,0,0,12,4,5,2,1,0,0,2,1,3,2,1,1,3,0,0,2,2,3,3,2,0,3,2,1,0,2,0,0,1,0,0
12437,7,1,1,0,0,1,1,0,1,2,1,0,0,1,0,1,1,1,0,2,0,0,1,0,0,3,2,2,0,0,0,0,7,0,0,2,2,0,1,2,2,1,0,0,1,0,0,0,0,1,3,1,2,2,1,2,0,0,0,0,0,0,0,0
12440,6,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,3,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,7,1,1,0,0,0,1,3,1,0,0,0,0,2,0,2,0,1,4,3,2,2,1,3,0,0,1,0,0,0,0,0
12442,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
12456,8,1,1,0,0,1,0,1,0,1,4,1,1,3,0,1,4,3,0,0,0,4,1,0,0,2,0,0,0,0,0,0,6,2,1,1,0,0,0,3,1,1,0,0,1,1,0,0,1,2,4,4,1,2,4,1,0,0,1,0,0,1,0,0
12458,8,2,2,0,0,2,2,0,2,3,5,1,3,1,0,0,3,1,0,2,1,3,4,0,0,3,2,1,1,1,0,0,7,0,0,1,1,0,3,3,0,1,1,0,0,2,0,1,1,2,7,3,3,2,3,5,0,0,1,0,0,1,1,0
12463,7,1,1,0,0,1,1,0,1,2,1,0,0,1,0,1,1,1,0,2,0,0,1,0,0,3,2,2,0,0,0,0,7,0,0,2,2,0,1,2,2,1,0,0,1,0,0,0,0,1,3,1,2,2,1,2,0,0,0,0,0,0,0,0
12465,5,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,3,2,2,0,0,2,0,0,0,0,0,0,0,0
12467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12470,5,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,3,2,2,0,0,2,0,0,0,0,0,0,0,0
12492,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0
12493,4,1,1,0,0,1,1,0,1,1,3,2,2,1,0,1,1,0,0,1,0,0,2,0,0,2,3,2,1,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0
12506,4,2,2,0,0,2,1,0,1,1,1,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,2,0,1,0,0,1,0,0,0,0,1,2,1,2,0,0,0,0,0,1,0,0,0,1,0
12508,25,9,5,1,0,4,4,2,6,2,6,4,0,7,0,0,9,1,0,4,0,5,10,0,1,0,2,1,1,0,0,0,13,3,0,1,1,1,5,3,1,1,0,1,0,6,2,2,0,4,11,4,6,5,2,4,0,0,4,1,0,0,0,0
12516,9,1,1,0,0,1,0,1,0,1,4,2,2,2,0,2,4,1,0,0,0,1,2,0,0,1,1,1,0,0,0,0,9,1,1,0,0,1,2,4,1,1,0,1,0,2,1,1,1,2,4,2,1,3,1,2,0,0,1,0,0,0,1,0
12522,15,2,1,0,0,1,1,0,2,3,5,2,3,2,0,3,6,0,0,4,2,1,3,0,0,0,4,2,0,0,0,0,15,3,3,0,4,2,2,5,0,1,1,0,0,1,0,1,0,0,6,1,4,2,1,2,0,0,1,0,0,0,0,0
12523,11,2,1,0,0,1,1,0,2,1,4,2,2,2,0,2,5,1,0,1,0,1,3,0,0,1,3,1,1,1,0,0,11,2,2,0,1,1,2,4,1,1,1,0,0,1,0,1,0,1,5,2,2,2,1,2,0,0,1,0,0,0,0,0
12528,12,4,4,0,1,3,3,2,1,1,4,2,2,2,0,0,6,1,1,0,0,1,4,0,0,0,2,1,1,0,0,1,5,1,1,0,0,0,3,1,0,0,0,0,0,1,0,1,0,4,6,1,5,2,1,2,0,0,2,0,0,1,0,0
12530,17,3,2,0,0,2,0,2,1,1,3,2,0,2,1,4,7,1,0,3,1,2,3,0,0,2,1,0,0,0,0,0,12,1,3,2,1,1,1,4,1,1,0,1,0,3,2,0,2,2,2,0,3,3,0,1,0,0,2,0,0,0,0,0
12531,13,2,1,0,0,1,1,0,2,1,4,3,0,5,0,2,7,1,0,2,0,1,3,0,0,2,2,1,0,0,0,0,12,1,1,0,1,1,4,4,0,0,0,0,0,2,0,1,1,2,5,2,3,2,1,1,1,0,2,0,0,0,1,0
12533,19,7,5,0,0,5,1,4,2,2,6,2,2,3,0,1,7,4,1,3,0,3,10,0,0,3,3,3,1,0,1,0,11,1,2,2,2,0,1,4,1,1,0,1,0,4,1,2,2,6,9,4,7,3,3,4,0,0,2,0,0,1,0,0
12534,11,2,1,0,0,1,0,1,1,1,6,2,2,3,0,1,4,3,1,2,0,2,4,0,0,1,2,2,1,0,1,0,6,1,2,0,1,0,1,2,0,0,0,0,0,2,0,1,1,6,9,4,6,1,2,1,0,0,1,0,0,1,0,0
12535,31,5,3,0,0,3,2,2,3,3,9,6,6,3,0,1,14,5,0,3,1,4,7,0,0,3,4,4,0,0,0,0,21,4,3,1,1,1,3,14,1,2,0,1,0,3,1,1,1,9,13,6,8,5,6,6,0,0,2,0,0,0,1,0
12536,4,2,2,0,0,2,2,1,1,1,2,1,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,1,1,0,1,2,1,1,0,1,2,1,1,1,1,1,0,0,2,0,0,0,0,0
12539,6,4,4,0,0,3,3,1,2,1,1,1,0,1,1,0,1,1,0,0,0,0,4,0,0,0,1,1,0,0,0,0,4,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0
12540,19,3,3,0,0,3,2,2,1,2,8,5,2,3,1,1,9,1,0,1,1,3,7,0,0,1,1,1,0,0,0,0,14,3,1,1,0,0,4,4,0,2,1,1,0,4,2,2,1,4,8,2,8,6,3,3,0,0,4,0,0,0,1,0
12544,5,2,2,0,0,2,2,1,1,1,2,1,1,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,1,1,0,0,1,0,1,0,0,3,1,1,1,1,1,0,0,1,0,0,0,0,0
12545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12546,15,4,4,0,0,4,2,3,1,3,8,3,2,5,0,1,4,4,1,0,0,3,6,0,0,2,1,1,0,0,0,0,15,3,4,1,0,2,5,5,0,3,1,0,2,2,0,1,1,3,6,4,2,4,4,2,0,0,2,0,0,0,0,0
12547,10,2,1,1,0,0,0,0,1,1,2,2,0,2,0,1,4,2,0,2,0,1,2,0,0,0,2,2,0,0,0,0,8,1,0,2,2,1,3,3,2,1,1,0,1,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0
12549,9,0,0,0,0,0,0,0,0,1,5,3,1,4,0,1,4,2,0,1,1,2,2,0,0,1,0,0,0,0,0,0,6,1,1,0,1,1,2,1,0,0,0,0,0,3,1,1,1,4,6,3,3,1,2,1,0,0,2,0,0,0,0,0
12550,11,6,4,0,0,4,2,1,4,3,1,1,0,0,0,2,2,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,5,1,0,2,3,3,0,0,2,0,0,0,0,0,0,0,0,3,3,0,2,2,0,1,0,0,0,0,0,0,0,0
12551,20,9,5,0,0,5,3,1,6,4,5,3,1,1,0,1,8,4,0,0,0,1,9,0,0,1,2,1,0,0,0,0,13,2,0,4,4,1,1,6,4,1,1,0,0,2,2,0,0,3,6,1,5,5,0,2,0,0,1,0,0,1,1,0
12569,13,2,2,0,0,2,2,1,1,2,4,3,1,1,0,1,6,1,0,2,0,1,2,0,0,1,1,1,0,0,0,0,7,1,0,1,1,1,2,4,1,1,1,0,1,2,1,1,0,5,9,1,6,2,1,1,0,0,2,0,0,0,1,0
12571,5,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,2,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,1,0,1,0,2,2,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0
12572,48,17,11,0,0,10,9,1,15,9,14,4,5,7,0,2,21,11,1,3,0,8,28,2,0,6,8,3,4,0,0,2,47,10,4,7,8,2,9,19,6,10,5,5,2,10,4,2,1,10,16,6,13,9,12,10,3,2,5,1,0,0,3,0
12573,5,2,2,0,0,2,2,0,2,2,0,0,0,0,0,0,2,1,0,0,0,2,3,0,0,2,0,0,0,0,0,0,5,0,0,0,0,1,0,3,0,2,1,1,0,1,1,0,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0
12575,2,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
12576,11,3,3,1,0,1,2,1,1,2,4,1,1,2,0,0,4,2,0,2,2,2,3,0,0,0,3,3,0,0,0,0,10,1,2,1,3,0,2,4,1,0,0,0,0,1,0,1,0,1,4,1,3,3,2,2,0,0,1,0,0,0,0,0
12577,50,17,11,1,0,11,7,3,12,9,15,5,1,14,0,1,19,12,1,4,0,8,27,2,0,7,7,4,2,0,0,1,45,9,7,5,4,2,7,17,6,7,1,4,2,8,2,3,1,9,22,10,17,9,4,8,2,2,3,0,1,0,4,0
12579,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,1,0,1,0,0,0,0,0,1,0,0
12580,27,10,6,0,0,5,4,1,7,4,10,2,0,9,0,3,13,10,0,1,0,6,16,0,0,4,3,1,2,0,1,1,25,7,3,5,5,1,9,8,4,3,1,0,3,7,1,1,3,11,15,2,12,5,6,3,0,0,4,0,0,1,0,0
12581,15,7,4,0,0,4,2,2,5,5,6,2,1,5,0,3,1,5,2,2,0,4,6,0,0,0,5,4,1,0,1,0,12,2,2,2,5,2,4,5,2,2,2,0,2,4,0,3,0,2,6,4,1,4,2,4,0,0,4,0,0,0,1,0
12588,14,5,5,0,0,5,3,2,3,5,6,3,1,4,0,1,4,0,0,1,0,3,7,0,0,3,0,0,0,0,0,0,11,2,1,0,2,4,2,5,0,1,0,0,0,3,1,1,0,3,7,4,3,4,4,3,0,0,2,0,1,0,1,0
12591,5,1,1,0,0,1,1,0,1,1,3,2,1,2,0,0,2,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,2,0,1,0,1,0,2,1,1,1,0,2,2,1,2,1,3,0,0,1,0,0,0,0,0
12593,24,10,8,0,0,8,7,0,9,7,9,3,2,3,0,1,11,3,0,0,0,6,11,0,0,3,5,3,2,0,1,1,22,4,3,2,2,3,3,9,2,5,3,0,3,4,0,3,0,8,13,8,7,3,2,5,2,0,3,0,0,0,4,0
12596,4,0,0,0,0,0,0,0,0,0,5,2,3,1,0,1,1,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0,5,1,1,0,0,0,2,0,1,1,1,0,0,1,0,1,0,2,4,2,1,2,2,1,0,0,1,0,0,0,1,0
12597,22,4,3,0,0,3,1,3,1,1,6,3,0,4,0,2,8,1,0,3,0,1,5,0,0,0,3,2,1,0,1,0,15,1,2,0,1,3,3,6,0,0,0,0,0,3,0,3,0,3,8,3,5,3,3,3,1,0,3,0,0,0,0,0
12651,14,3,2,0,0,2,2,1,2,1,2,2,0,3,0,2,7,0,0,3,0,0,4,0,0,1,2,1,0,0,0,0,13,1,0,0,3,3,3,5,1,0,0,0,0,1,0,1,0,2,8,2,5,2,1,1,0,0,1,0,0,1,1,0
12658,5,2,2,0,0,2,2,0,2,2,2,1,1,1,0,0,2,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,6,3,1,0,1,0,1,1,0,1,0,0,0,2,1,1,0,1,2,1,2,1,1,2,0,0,1,0,0,0,1,0
12659,21,5,3,0,0,4,2,1,4,3,8,3,3,4,2,3,8,3,0,4,0,6,8,0,0,2,2,1,1,0,1,0,22,7,4,4,4,2,4,4,2,3,2,0,0,5,2,1,0,7,11,5,6,5,3,4,3,0,4,0,0,1,1,0
12660,13,2,2,0,0,2,2,0,2,3,7,3,1,3,1,1,3,2,0,2,1,4,6,0,1,1,3,2,1,0,0,0,19,7,4,2,3,2,4,4,2,1,1,0,0,4,2,1,0,2,4,4,2,3,2,5,1,0,2,0,0,0,1,0
12661,5,2,2,0,0,2,2,0,2,2,2,1,1,1,0,0,2,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,6,3,1,0,1,0,1,1,0,1,0,0,0,2,1,1,0,1,2,1,2,1,1,2,0,0,1,0,0,0,1,0
12662,11,2,1,0,0,1,1,0,2,1,8,4,3,4,1,0,3,1,0,2,1,1,4,0,0,1,1,0,1,0,1,0,11,4,2,1,1,1,3,3,0,1,1,0,1,6,3,2,1,0,4,3,1,1,1,1,0,0,2,0,0,0,1,0
12663,18,4,3,0,0,3,1,3,1,1,3,2,0,2,0,2,7,1,0,2,0,0,4,0,0,0,2,1,0,0,0,0,13,1,2,0,1,3,1,6,0,0,0,0,0,2,0,2,0,1,5,1,3,2,2,2,1,0,2,0,0,0,0,0
12667,11,3,3,0,0,3,2,1,2,3,3,2,1,2,0,1,6,0,0,0,0,3,5,0,0,3,1,1,0,0,0,0,10,0,0,1,0,0,2,5,1,2,0,2,0,3,2,1,2,0,2,2,4,3,1,5,0,0,1,1,0,0,1,0
12668,11,3,3,0,0,3,2,1,2,3,3,2,1,2,0,1,6,0,0,0,0,3,5,0,0,3,1,1,0,0,0,0,10,0,0,1,0,0,2,5,1,2,0,2,0,3,2,1,2,0,2,2,4,3,1,5,0,0,1,1,0,0,1,0
12669,11,3,2,0,0,2,2,0,3,3,4,1,2,3,0,0,4,2,0,3,0,4,7,0,0,3,4,1,3,1,1,1,14,5,2,1,4,2,2,2,1,2,1,0,1,4,1,2,0,1,3,4,1,2,3,4,1,0,1,0,0,0,1,0
12671,18,5,3,0,0,3,3,1,5,3,11,7,4,5,3,1,3,2,0,3,0,6,9,0,1,4,3,1,1,1,0,0,21,6,4,2,4,2,7,3,1,2,0,0,1,4,3,1,0,3,9,7,1,6,2,3,0,0,4,0,0,0,0,0
12672,11,3,3,0,0,3,2,1,2,3,3,2,1,2,0,1,6,0,0,0,0,3,5,0,0,3,1,1,0,0,0,0,10,0,0,1,0,0,2,5,1,2,0,2,0,3,2,1,2,0,2,2,4,3,1,5,0,0,1,1,0,0,1,0
12673,10,2,2,0,0,2,2,0,2,3,3,2,1,2,1,0,4,2,0,1,0,4,3,0,0,0,0,0,0,0,0,0,14,2,2,0,1,0,4,5,2,3,2,0,0,2,0,1,0,1,4,2,1,4,3,5,1,0,1,0,0,0,1,0
12674,10,2,2,0,0,2,2,1,2,2,3,2,1,2,1,0,4,2,0,1,0,4,3,0,0,0,0,0,0,0,0,0,14,2,2,0,1,0,4,5,2,3,2,0,0,2,0,1,0,1,4,2,1,4,3,5,1,0,1,0,0,0,1,0
12675,17,4,3,0,0,3,3,1,3,2,3,2,0,4,0,1,9,0,0,4,0,0,6,0,0,1,3,2,1,0,1,0,14,1,0,0,2,1,3,7,0,0,0,0,0,1,0,1,0,3,8,3,9,3,1,1,0,0,1,0,0,1,2,0
12676,14,3,2,0,0,2,2,1,2,1,2,2,0,3,0,2,7,0,0,3,0,0,4,0,0,1,2,1,0,0,0,0,13,1,0,0,3,3,3,5,1,0,0,0,0,1,0,1,0,2,8,2,5,2,1,1,0,0,1,0,0,1,1,0
12677,23,5,3,0,0,3,2,0,4,3,10,4,3,4,2,2,11,2,0,2,1,5,9,0,0,1,5,2,1,0,1,0,24,6,4,5,8,3,2,4,2,5,4,2,0,2,1,0,0,6,10,3,6,5,3,1,1,0,1,1,0,0,2,0
12678,12,2,1,0,0,1,1,0,2,1,8,4,3,4,1,0,4,1,0,2,1,1,4,0,0,2,2,0,2,1,1,0,13,4,2,1,2,1,4,4,0,1,1,0,1,6,3,2,1,0,4,3,2,2,1,1,0,0,2,0,0,0,1,0
12679,17,3,3,0,0,3,3,0,4,4,2,0,1,0,1,2,8,3,0,4,0,4,4,0,0,2,1,0,0,0,0,0,17,3,2,0,2,2,4,6,0,1,1,0,0,2,0,0,0,4,5,1,3,3,3,3,2,0,1,0,0,1,0,0
12680,17,3,3,0,0,3,3,0,3,4,3,2,0,3,0,0,8,2,0,2,1,3,8,0,0,1,2,0,0,0,0,0,22,4,3,0,4,0,3,10,1,2,1,1,0,3,1,1,0,3,5,3,5,4,4,1,1,0,2,1,0,1,2,0
12681,23,5,3,0,0,3,2,0,4,3,10,4,3,4,2,2,11,2,0,2,1,5,9,0,0,1,5,2,1,0,1,0,24,6,4,5,8,3,2,4,2,5,4,2,0,2,1,0,0,6,10,3,6,5,3,1,1,0,1,1,0,0,2,0
12682,6,1,1,0,0,1,0,1,0,1,3,1,0,2,0,1,1,0,0,2,0,1,1,0,0,2,3,2,1,0,0,0,6,1,0,3,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0
12683,13,2,1,0,0,1,0,1,1,2,3,1,0,2,0,1,3,3,0,3,0,0,3,0,0,2,3,3,1,0,1,0,12,2,0,3,3,1,1,2,3,1,0,0,1,1,0,0,1,2,5,2,4,2,3,3,0,0,0,0,0,0,0,0
12684,14,3,3,0,0,2,3,0,3,2,3,1,2,1,0,1,8,3,0,2,0,2,4,0,0,0,2,1,0,0,0,0,13,3,3,3,1,1,1,5,2,1,0,0,1,1,0,0,1,3,5,1,4,0,1,2,0,0,0,0,0,0,2,0
12685,5,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,3,3,0,0,0,0,6,3,0,2,0,0,1,3,1,1,0,0,1,1,0,0,1,1,2,1,2,1,0,3,0,0,0,0,0,0,0,0
12686,7,1,1,0,0,1,1,0,1,2,2,1,0,1,0,0,3,0,0,2,1,0,1,0,0,2,2,2,0,0,0,0,7,1,0,1,2,1,0,2,0,1,0,0,1,1,0,0,1,1,3,1,1,1,2,2,0,0,0,0,0,0,1,0
12687,5,1,1,0,0,1,1,0,1,1,2,1,0,2,0,0,2,2,0,2,0,1,1,0,0,2,2,1,1,0,1,0,5,0,0,1,0,1,0,3,0,1,0,0,1,1,0,0,1,0,2,2,1,1,1,2,0,0,0,0,0,0,1,0
12705,18,5,4,1,1,4,3,1,4,4,7,4,1,5,1,1,8,4,0,2,0,2,6,0,0,2,5,3,2,0,0,1,19,3,3,2,2,3,0,8,0,2,2,0,0,3,2,1,1,3,6,4,5,2,2,2,1,0,0,0,0,0,3,0
12718,8,2,2,0,0,2,2,0,2,2,1,1,1,0,0,0,4,2,0,1,0,0,3,0,0,0,3,1,2,0,0,1,8,0,1,1,0,1,0,5,1,2,1,1,0,0,0,0,0,0,1,1,1,2,3,2,1,0,1,0,0,0,1,0
12744,20,7,5,0,0,5,4,2,5,4,7,2,1,4,1,0,12,1,0,1,0,2,6,0,0,1,2,2,0,0,0,0,15,5,2,1,3,1,3,5,0,3,3,1,0,5,4,3,0,5,10,5,8,4,2,1,1,0,1,0,0,0,3,0
12747,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
12748,18,3,3,0,0,3,3,0,3,5,4,2,1,3,0,1,9,1,0,3,0,3,5,0,0,0,2,1,0,0,0,0,19,3,3,1,4,3,5,7,1,1,1,1,0,4,1,1,1,4,7,2,6,4,4,1,1,0,3,1,0,1,2,0
12750,16,3,2,0,0,2,2,0,3,4,3,1,0,2,0,1,6,2,0,5,1,4,4,0,0,1,1,0,0,0,0,0,21,4,3,3,5,3,4,7,2,2,1,1,0,1,1,0,0,1,2,1,3,3,2,1,0,0,2,1,0,0,2,0
12751,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
12752,17,3,3,0,0,3,2,1,2,4,5,3,2,2,0,1,10,0,0,1,1,5,6,0,0,1,3,1,0,0,0,0,19,4,8,0,4,1,1,8,0,1,1,1,0,3,1,1,0,4,8,5,6,4,7,2,1,0,1,1,0,1,2,0
12753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12754,11,3,3,0,0,3,3,0,3,4,3,1,0,3,0,0,7,0,0,1,1,2,5,0,0,0,2,1,0,0,0,0,11,3,2,1,4,0,3,3,0,1,1,1,0,3,1,1,0,3,5,2,5,4,2,1,0,0,1,1,0,0,2,0
12756,10,2,2,0,0,2,2,0,2,3,2,2,0,2,0,0,4,1,0,1,1,1,2,0,0,0,1,0,0,0,0,0,9,1,1,0,2,0,2,4,1,1,1,1,0,1,0,1,0,1,2,1,2,3,2,1,0,0,2,1,0,0,1,0
12757,10,1,1,0,0,1,1,0,1,2,2,2,0,2,0,0,3,1,0,1,0,1,1,0,0,2,2,1,0,0,0,0,9,2,1,0,3,2,1,2,0,1,1,1,0,1,0,1,0,1,1,1,0,4,2,2,0,0,1,1,0,1,0,0
12758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12759,11,3,2,0,0,2,2,0,3,3,4,1,2,3,0,0,4,2,0,3,0,4,7,0,0,3,4,1,3,1,1,1,14,5,2,1,4,2,2,2,1,2,1,0,1,4,1,2,0,1,3,4,1,2,3,4,1,0,1,0,0,0,1,0
12761,20,6,5,0,0,5,5,1,5,4,4,2,1,4,0,1,11,2,0,0,0,3,10,0,0,2,4,1,1,0,0,0,22,2,2,1,3,5,4,7,1,2,1,0,1,4,2,1,0,4,6,3,6,4,2,1,0,0,1,1,0,1,2,0
12762,11,2,1,0,0,1,1,0,2,1,8,4,3,4,1,0,3,1,0,2,1,1,4,0,0,1,1,0,1,0,1,0,11,4,2,1,1,1,3,3,0,1,1,0,1,6,3,2,1,0,4,3,1,1,1,1,0,0,2,0,0,0,1,0
12767,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
12769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
