id,liwc.funct,liwc.pronoun,liwc.ppron,liwc.i,liwc.we,liwc.you,liwc.shehe,liwc.they,liwc.ipron,liwc.article,liwc.verb,liwc.auxverb,liwc.past,liwc.present,liwc.future,liwc.adverb,liwc.preps,liwc.conj,liwc.negate,liwc.quant,liwc.number,liwc.swear,liwc.social,liwc.family,liwc.friend,liwc.humans,liwc.affect,liwc.posemo,liwc.negemo,liwc.anx,liwc.anger,liwc.sad,liwc.cogmech,liwc.insight,liwc.cause,liwc.discrep,liwc.tentat,liwc.certain,liwc.inhib,liwc.incl,liwc.excl,liwc.percept,liwc.see,liwc.hear,liwc.feel,liwc.bio,liwc.body,liwc.health,liwc.sexual,liwc.ingest,liwc.relativ,liwc.motion,liwc.space,liwc.time,liwc.work,liwc.achieve,liwc.leisure,liwc.home,liwc.money,liwc.relig,liwc.death,liwc.assent,liwc.nonfl,liwc.filler
9138,4,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,3,0,0,0,0,2,2,0,0,1,1,1,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,1,2,2,3,3,0,1,0,0,0,0,0,0
9143,4,1,1,0,0,1,1,0,1,1,3,2,2,1,0,1,1,0,0,1,0,0,2,0,0,2,3,2,1,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0
9161,4,1,1,0,0,1,1,0,1,1,3,2,2,1,0,1,1,0,0,1,0,0,2,0,0,2,3,2,1,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0
9188,14,1,1,0,0,1,1,0,1,2,6,5,1,4,1,1,5,2,0,6,0,1,1,0,0,2,3,1,2,1,1,0,13,3,1,3,1,2,4,3,1,1,0,0,1,3,1,1,0,2,8,1,4,4,3,4,0,0,3,0,0,0,0,0
9190,14,1,1,0,0,1,1,0,1,2,6,5,1,4,1,1,5,2,0,6,0,1,1,0,0,2,3,1,2,1,1,0,13,3,1,3,1,2,4,3,1,1,0,0,1,3,1,1,0,2,8,1,4,4,3,4,0,0,3,0,0,0,0,0
9196,4,1,1,0,0,1,1,0,1,1,3,2,2,1,0,1,1,0,0,1,0,0,2,0,0,2,3,2,1,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0
9302,21,2,2,0,0,2,2,0,2,5,4,1,0,2,0,1,15,1,0,3,2,3,4,0,0,0,2,1,1,0,0,0,16,1,3,1,3,0,2,7,0,0,0,0,0,3,0,2,0,4,13,1,10,5,1,3,1,1,1,0,0,0,1,0
9341,17,7,6,0,0,5,5,3,3,4,1,1,1,0,0,0,10,4,0,2,1,1,7,0,0,2,2,2,0,0,0,0,13,4,0,1,2,0,3,5,1,4,2,2,1,1,0,0,0,4,6,3,8,1,3,2,3,0,1,0,0,1,1,0
9354,18,1,1,0,0,1,1,0,1,2,12,9,1,7,2,2,5,2,0,2,0,1,3,0,0,2,4,2,1,0,0,1,19,4,3,4,4,1,4,6,0,4,2,1,0,2,1,1,0,3,12,7,5,4,4,5,1,0,4,0,0,0,1,0
9355,16,3,2,0,0,1,2,0,3,2,5,3,2,5,1,1,7,4,0,2,2,3,5,0,0,0,2,1,1,1,0,0,16,6,2,2,3,1,4,4,1,2,1,1,0,5,3,2,0,3,7,4,7,3,3,4,2,0,3,0,0,0,1,0
9361,7,1,1,0,0,1,1,0,1,1,3,1,1,2,0,1,6,2,0,1,0,2,3,0,0,1,0,0,0,0,0,0,7,1,1,0,0,0,2,3,0,0,0,0,0,3,1,1,1,3,4,3,4,1,2,2,0,0,1,0,0,1,1,0
9363,13,5,4,0,0,4,3,2,3,4,3,1,1,1,0,0,7,1,0,1,1,2,6,0,0,0,1,1,0,0,0,0,16,6,1,0,1,1,1,7,0,4,2,2,0,0,0,0,0,1,5,1,8,3,5,3,2,0,0,0,0,1,2,0
9368,11,2,1,0,0,1,1,0,2,1,5,1,1,4,0,1,5,3,0,1,0,5,8,0,0,3,3,2,1,1,0,0,13,2,2,1,4,0,3,4,2,2,0,2,0,3,3,0,1,2,3,2,2,4,2,3,0,0,1,1,0,0,1,0
9369,22,3,3,0,0,2,3,0,3,2,4,3,0,4,1,1,10,2,1,2,0,1,6,0,0,1,1,1,0,0,0,0,18,4,2,2,2,1,4,6,2,4,3,1,0,5,1,2,0,6,12,1,11,2,6,3,0,0,2,0,0,1,1,0
9370,11,2,1,0,0,1,1,0,2,1,5,1,1,4,0,1,5,3,0,1,0,5,8,0,0,3,3,2,1,1,0,0,13,2,2,1,4,0,3,4,2,2,0,2,0,3,3,0,1,2,3,2,2,4,2,3,0,0,1,1,0,0,1,0
9375,18,4,3,0,0,3,3,1,2,2,3,3,1,1,0,0,11,2,0,4,0,1,6,0,0,1,2,2,0,0,0,0,16,6,1,0,1,0,3,7,0,4,1,1,1,4,0,1,0,5,10,3,12,2,2,1,2,0,1,0,0,1,2,0
9377,14,1,0,0,0,0,0,0,1,0,6,0,1,5,0,0,9,4,0,3,0,6,9,0,0,4,4,1,2,2,0,0,19,4,5,1,6,0,4,4,1,3,1,2,0,4,4,0,0,2,3,2,2,5,2,2,0,0,2,1,0,0,0,0
9386,6,3,2,1,0,3,2,1,2,1,2,2,0,2,0,0,1,1,0,1,0,2,5,0,0,1,0,0,0,0,0,0,5,3,0,1,1,0,2,1,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0
9999,15,7,6,0,0,6,5,3,4,4,4,2,0,3,0,0,6,4,0,0,0,2,8,0,0,2,1,1,0,0,0,0,13,0,0,1,1,0,3,7,1,2,0,1,1,4,4,0,1,0,5,3,5,3,1,2,0,0,1,0,0,0,3,0
10001,14,5,5,0,0,5,4,0,4,5,4,1,0,3,0,1,8,2,0,2,1,2,6,0,0,2,1,1,0,0,0,0,17,2,3,0,1,1,3,7,1,3,2,0,0,3,1,2,1,1,4,2,5,2,3,2,0,0,1,0,0,0,3,0
10008,28,11,9,1,0,8,5,5,5,6,9,4,0,6,0,1,9,7,0,2,0,3,13,0,1,3,2,2,0,0,0,0,24,4,2,4,4,2,5,10,4,2,0,1,1,5,5,0,1,3,11,7,7,5,2,3,0,0,4,1,0,1,3,0
10011,22,4,4,0,0,4,3,0,3,4,7,6,0,4,1,0,11,1,0,3,1,1,5,0,0,1,1,1,0,0,0,0,22,3,3,1,3,2,4,9,1,6,4,2,0,4,2,3,0,1,12,3,9,4,7,6,2,0,4,0,0,0,2,0
10015,26,10,5,0,0,4,3,1,8,4,5,4,2,6,1,3,11,3,0,4,1,1,10,0,0,2,2,0,1,1,0,0,27,4,3,3,6,2,9,5,2,3,1,1,0,3,2,1,0,2,11,3,7,4,4,3,1,0,3,0,0,0,1,0
10016,28,13,10,1,0,9,6,5,7,7,9,4,2,5,0,0,10,6,0,0,0,4,14,0,0,3,3,2,1,0,1,0,22,2,4,3,2,0,3,11,2,3,1,1,1,5,4,0,1,3,12,9,7,3,2,2,0,0,1,1,0,0,3,0
10018,15,7,6,0,0,6,5,3,4,4,4,2,0,3,0,0,6,4,0,0,0,2,8,0,0,2,1,1,0,0,0,0,13,0,0,1,1,0,3,7,1,2,0,1,1,4,4,0,1,0,5,3,5,3,1,2,0,0,1,0,0,0,3,0
10019,28,11,9,1,0,8,5,5,5,6,9,4,0,6,0,1,9,7,0,2,0,3,13,0,1,3,2,2,0,0,0,0,24,4,2,4,4,2,5,10,4,2,0,1,1,5,5,0,1,3,11,7,7,5,2,3,0,0,4,1,0,1,3,0
10020,15,7,6,0,0,6,5,3,4,4,4,2,0,3,0,0,6,4,0,0,0,2,8,0,0,2,1,1,0,0,0,0,13,0,0,1,1,0,3,7,1,2,0,1,1,4,4,0,1,0,5,3,5,3,1,2,0,0,1,0,0,0,3,0
10021,28,11,9,1,0,8,5,5,5,6,9,4,0,6,0,1,9,7,0,2,0,3,13,0,1,3,2,2,0,0,0,0,24,4,2,4,4,2,5,10,4,2,0,1,1,5,5,0,1,3,11,7,7,5,2,3,0,0,4,1,0,1,3,0
10445,41,15,9,0,0,8,6,2,11,6,12,6,4,6,1,5,17,6,0,3,1,5,18,0,0,4,4,1,2,2,0,0,35,6,4,5,8,3,7,12,4,4,1,1,1,4,3,1,0,7,24,8,10,8,8,8,2,0,3,0,1,2,3,0
10447,22,8,4,0,0,3,2,1,6,3,5,4,2,6,1,2,9,2,0,3,1,1,8,0,0,1,2,0,1,1,0,0,24,3,3,3,6,2,8,5,2,4,1,1,1,3,2,1,0,3,12,4,8,3,3,2,2,0,3,0,0,0,1,0
10448,11,2,2,0,0,2,1,1,1,3,4,2,2,2,1,0,7,1,0,1,1,1,4,0,0,0,1,0,1,1,0,0,12,3,1,1,1,0,4,4,0,2,2,2,0,3,1,2,0,1,5,4,7,3,6,6,2,0,2,0,0,0,1,0
10449,24,8,4,0,0,3,2,1,6,3,6,4,2,6,1,2,10,4,0,3,1,2,9,0,0,1,3,0,2,1,0,0,28,4,3,4,5,2,9,6,2,4,1,1,1,3,2,1,0,1,11,4,8,4,5,4,2,0,3,0,0,0,1,0
10450,29,10,6,0,0,5,3,3,6,4,6,4,2,6,1,2,14,3,0,3,1,2,10,0,0,1,2,0,1,1,0,0,29,5,3,3,5,2,10,7,2,4,1,1,1,4,2,2,0,2,12,4,10,6,5,5,2,0,4,0,0,0,1,0
10452,8,4,4,0,0,4,3,1,3,4,1,1,1,0,0,0,4,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,2,4,0,2,0,0,1,1,1,1,0,3,4,2,5,0,1,0,1,0,0,0,0,0,2,0
10458,12,2,2,0,0,2,2,0,2,2,3,4,1,1,1,0,7,2,0,0,0,2,3,0,0,0,1,0,1,0,1,1,10,3,1,0,0,0,2,3,0,2,0,0,0,0,0,0,0,3,7,2,7,1,1,0,0,0,0,0,0,0,2,0
10466,35,10,7,0,0,7,4,2,7,7,11,3,4,6,1,2,19,4,0,6,0,4,15,0,0,3,6,5,2,0,2,0,31,5,2,4,4,1,4,13,3,3,2,1,0,2,1,1,1,3,10,3,13,8,4,5,0,0,1,0,0,1,4,0
10468,21,6,6,0,0,6,2,5,1,6,4,3,1,1,0,2,9,2,0,2,0,1,9,0,0,2,2,1,1,0,0,1,12,0,1,1,1,0,1,7,1,2,1,1,0,3,1,1,1,3,6,3,7,5,6,4,0,1,1,0,0,0,2,0
10470,29,7,4,0,0,4,2,2,5,4,9,5,3,3,2,4,15,6,0,4,0,6,11,0,1,3,8,4,1,1,0,0,30,5,2,7,7,6,4,11,5,5,2,1,3,4,1,1,2,5,15,4,8,5,5,5,0,1,1,0,0,0,3,0
10472,15,6,5,0,0,5,1,2,2,3,9,5,6,2,0,3,2,2,0,1,0,2,8,0,0,1,2,2,0,0,0,0,11,3,2,2,1,0,1,3,2,0,0,0,0,1,0,1,0,1,8,4,3,3,2,2,0,0,1,0,0,0,2,0
10492,27,9,5,0,0,4,3,1,7,4,7,4,3,7,1,2,12,3,0,4,1,3,11,0,0,1,2,0,1,1,0,0,29,4,4,3,6,3,8,6,2,5,2,1,0,3,2,1,0,3,14,5,9,6,5,4,1,0,3,0,0,0,1,0
10507,17,3,3,0,0,3,4,0,3,5,4,0,1,2,0,1,11,1,0,3,2,6,6,0,1,3,2,1,1,0,0,0,15,1,2,2,4,0,4,6,1,2,1,0,1,1,0,1,0,3,9,1,7,5,2,5,0,0,0,0,0,1,1,0
10515,49,15,13,0,1,12,8,7,6,11,12,5,3,8,1,2,24,5,0,6,3,9,22,0,0,6,10,5,4,2,1,0,34,9,2,4,4,1,6,17,2,2,0,1,1,7,2,0,1,16,20,3,17,6,10,4,0,0,3,1,0,1,3,0
10544,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,1,1,0,0,1,0,0,0,0,0
10602,13,4,3,0,0,3,1,2,2,3,4,1,2,2,0,0,7,3,0,1,0,5,7,0,0,1,2,1,0,0,0,0,15,2,1,2,2,0,3,6,2,2,1,1,0,3,1,1,1,1,2,2,3,3,1,3,1,0,1,0,0,0,1,0
10989,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,2,1,1,1,1,0,0,1,0,0,0,0,0
11000,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0,2,2,1,1,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,0,1,1,1,0,0,0,0,0,0,1,0
11560,17,4,4,0,0,4,3,1,3,4,4,2,4,0,0,2,8,3,0,1,0,3,6,0,0,2,3,0,3,2,0,0,12,2,2,0,2,1,3,5,1,3,0,0,1,1,0,0,0,6,11,5,8,4,2,2,0,0,0,0,0,1,2,0
11561,25,10,6,0,0,5,2,2,6,2,8,5,3,5,1,2,10,4,0,1,0,3,12,0,0,1,3,1,1,1,0,0,24,5,4,4,4,2,7,4,3,3,1,1,0,4,3,1,0,3,14,6,8,7,8,6,1,0,4,0,0,0,1,0
11562,8,1,1,0,0,1,1,0,1,1,5,3,2,1,1,0,5,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,7,3,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,3,5,3,5,0,1,1,0,0,1,0,0,0,1,0
11564,16,3,1,0,0,1,1,0,3,2,5,3,1,4,0,1,8,4,0,3,1,3,6,0,0,2,0,0,0,0,0,0,17,3,1,2,4,1,5,5,2,1,0,0,0,3,2,1,0,4,7,3,6,3,3,3,0,0,2,0,0,0,1,0
11565,11,4,3,0,0,3,2,0,3,2,6,2,1,1,0,1,6,2,0,1,0,3,6,0,0,2,1,1,0,0,0,0,12,4,2,1,0,1,2,3,0,1,0,0,0,2,1,0,1,3,6,4,5,2,4,4,0,0,0,0,0,0,2,0
11566,24,8,5,0,0,4,3,1,6,4,7,3,2,4,0,2,8,6,0,2,1,2,11,0,0,1,3,3,0,0,0,0,23,4,3,4,5,2,4,7,5,5,2,0,2,2,1,2,0,9,18,7,9,7,6,3,1,0,1,0,0,0,1,0
11567,21,6,5,0,0,4,2,3,3,6,8,4,3,2,2,0,10,2,0,2,1,4,9,0,0,0,0,0,0,0,0,0,19,4,1,4,7,0,3,5,2,3,2,1,0,2,1,0,0,6,9,5,8,1,3,2,1,0,2,0,0,0,1,0
11568,9,3,2,0,0,1,2,0,3,1,3,2,1,2,0,0,4,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,9,2,0,2,2,0,3,2,3,1,0,0,0,1,1,0,0,0,3,1,3,1,2,3,0,0,1,0,0,0,1,0
11569,17,5,5,0,0,4,4,1,3,2,5,3,0,4,0,1,7,4,0,1,0,2,7,0,0,2,1,1,0,0,0,0,16,2,3,1,1,1,3,6,2,3,2,0,0,4,1,3,1,2,7,4,4,2,5,3,0,0,2,0,0,0,1,0
11570,10,3,3,0,0,3,3,0,3,3,2,2,2,0,0,2,4,1,0,1,0,2,4,0,0,1,1,1,0,0,0,0,9,1,1,0,2,3,2,2,2,2,0,0,0,0,0,0,0,2,7,2,4,2,1,2,0,0,0,0,0,0,1,0
11571,6,1,1,0,0,1,1,0,1,2,1,1,0,1,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,3,0,1,1,1,0,1,0,1,0,1,4,3,5,2,3,3,1,0,1,0,0,0,1,0
11572,17,5,4,0,0,4,2,2,3,4,7,3,3,2,1,1,8,3,0,0,0,3,8,0,0,1,4,4,0,0,0,0,17,3,5,2,2,1,3,6,1,5,1,0,3,1,0,0,1,10,17,6,8,4,5,2,1,0,0,0,0,1,1,1
11573,6,1,1,0,0,1,1,0,1,2,1,1,0,1,0,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,3,0,1,1,1,0,1,0,1,0,2,5,3,5,3,3,3,1,0,1,0,0,0,1,0
11574,7,3,3,0,0,3,1,1,1,2,4,2,1,1,0,1,3,1,0,0,0,4,3,0,0,1,0,0,0,0,0,0,6,3,2,0,0,0,1,2,0,1,0,0,0,1,0,0,1,2,5,2,3,0,3,1,1,0,0,0,1,0,1,0
11575,14,4,4,0,0,4,2,1,2,3,3,2,1,2,0,0,7,2,0,1,0,1,6,0,0,0,0,0,0,0,0,0,13,3,2,0,0,0,4,4,0,4,2,0,1,1,0,1,0,3,9,2,8,2,4,1,1,0,1,0,0,0,1,0
11600,11,2,2,0,0,2,1,1,1,2,5,3,2,1,0,1,6,2,0,0,0,4,4,0,0,1,1,1,0,0,0,0,9,4,1,0,0,1,3,2,0,2,1,0,1,2,1,0,1,4,9,2,5,2,5,3,2,0,0,0,1,0,1,0
11614,10,3,2,0,0,2,1,1,2,3,3,1,2,2,1,0,6,1,0,2,1,2,4,0,0,0,1,0,1,1,0,0,13,3,1,1,3,1,4,4,0,2,1,1,0,2,1,1,0,0,2,1,4,1,3,3,1,0,1,0,0,0,1,0
11633,23,8,4,0,0,3,2,1,6,3,6,4,3,5,1,2,10,3,0,3,1,2,9,0,0,2,2,0,1,1,0,0,26,4,3,3,5,2,9,5,2,4,1,1,1,3,2,1,0,3,11,3,8,4,4,4,2,0,3,0,0,0,1,0
11635,35,9,5,0,0,3,3,1,7,3,9,6,3,8,1,3,16,7,0,3,1,3,9,0,0,2,2,0,1,1,0,0,36,4,6,4,6,2,10,10,3,5,2,1,1,6,3,3,1,4,12,4,8,5,7,5,2,0,4,0,0,1,1,0
11711,9,2,2,0,0,2,1,1,1,3,2,2,1,0,1,0,3,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,1,3,0,1,0,0,1,0,0,0,0,3,5,2,5,0,1,0,1,0,1,0,0,0,1,0
11713,7,2,2,0,0,2,1,0,1,1,4,3,2,1,1,0,1,1,0,0,0,1,3,0,0,0,1,1,0,0,0,0,5,1,1,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,3,0,0,0,0,0
11738,22,8,4,0,0,3,2,1,6,3,5,3,2,5,1,2,10,3,0,3,1,2,8,0,0,1,2,0,1,1,0,0,25,4,3,3,5,2,8,5,2,3,1,1,0,3,2,1,0,0,8,2,6,4,4,4,1,0,3,0,0,0,1,0
11799,3,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,1,1,1,1,1,0,0,1,0,0,0,0,0
11801,39,18,13,1,0,7,12,3,14,6,12,3,1,8,1,2,20,7,0,3,0,5,21,0,0,6,14,12,2,0,2,1,40,10,4,8,10,2,7,11,7,5,1,2,1,4,1,0,0,11,15,5,13,9,6,10,1,0,1,4,0,0,5,0
11802,12,4,3,0,0,3,2,0,3,4,3,2,0,1,1,0,4,1,0,3,1,2,5,0,0,1,2,2,1,0,1,0,8,0,0,2,3,1,0,3,1,1,0,1,1,0,0,0,0,1,2,1,2,0,1,0,0,0,1,1,0,0,1,0
11803,7,0,0,0,0,0,0,0,0,1,5,3,3,1,1,0,2,1,0,2,1,1,2,0,0,2,1,0,1,1,0,0,5,1,0,0,1,1,1,2,0,1,1,0,0,1,1,0,0,1,5,2,1,0,0,1,0,0,1,0,0,0,0,0
11804,49,20,14,1,0,8,13,3,16,8,9,3,0,8,1,2,24,8,0,6,0,5,27,1,0,9,14,12,2,0,2,1,45,9,5,10,12,3,6,11,9,9,3,2,1,5,1,1,0,12,24,3,17,16,5,11,1,0,1,3,0,1,4,0
11867,43,16,12,3,0,8,8,2,11,7,10,3,5,2,1,3,19,7,1,1,1,4,18,1,0,4,5,5,2,1,1,0,34,4,3,7,7,5,3,16,5,4,2,0,2,4,3,2,0,10,20,10,13,6,1,2,0,1,3,1,0,0,4,0
11869,30,7,5,0,0,4,2,4,3,2,11,7,0,7,1,0,11,3,2,4,0,2,8,0,0,3,7,6,3,0,2,1,16,4,2,3,1,3,2,5,3,1,0,0,0,3,3,0,0,10,18,7,10,3,3,2,2,0,3,0,0,2,1,0
11870,19,6,4,0,0,3,3,0,5,2,7,7,0,5,1,1,5,4,2,4,0,1,5,0,0,3,3,3,0,0,0,0,14,2,3,4,2,2,2,2,3,1,0,0,0,1,1,0,0,2,8,5,4,3,0,2,2,0,2,0,0,1,1,0
11871,12,2,2,0,0,2,0,2,0,2,3,2,1,2,0,0,7,1,0,0,0,1,4,0,0,1,1,1,0,0,0,0,9,1,1,0,0,0,1,4,1,3,1,1,0,4,1,1,1,2,6,3,4,3,1,4,0,0,1,0,0,0,0,0
11926,7,2,2,0,0,2,1,1,1,2,3,2,1,2,0,1,2,1,0,0,0,0,3,0,0,0,2,2,0,0,0,0,3,0,1,0,0,1,1,1,0,2,2,0,0,1,0,1,0,2,4,2,2,2,2,2,0,0,1,0,0,0,1,0
11927,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
11931,8,4,4,0,0,4,1,3,1,4,3,1,2,2,0,0,3,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,6,0,0,0,1,0,3,2,0,1,0,0,1,2,0,1,1,2,5,3,2,2,3,2,0,0,1,0,0,0,0,0
11949,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,1,0,2,0,2,2,0,0,1,0,0,0,0,0,0,3,1,1,2,0,0,1,1,0,1,0,0,1,0,0,0,0,1,4,2,0,2,2,2,0,0,0,0,0,0,0,0
11950,19,6,4,0,0,4,4,1,5,3,11,5,1,7,0,2,5,4,0,3,0,2,5,0,0,5,6,5,1,0,0,0,16,1,3,1,2,0,6,5,3,3,1,0,3,7,1,4,2,4,9,7,2,4,3,4,1,0,4,0,0,1,1,0
11951,7,1,1,0,0,1,1,0,1,1,3,0,1,1,0,1,5,2,0,1,0,3,3,0,0,1,1,0,1,0,0,0,8,1,1,1,0,0,1,4,1,0,0,0,1,1,0,0,1,3,4,1,3,2,1,2,0,0,0,0,0,0,1,0
11952,5,1,1,0,0,1,1,0,1,1,5,1,0,2,1,1,4,2,0,1,0,3,3,0,0,1,1,0,1,0,0,0,5,0,1,2,0,0,1,2,0,0,0,0,0,1,0,0,1,2,4,2,1,1,0,1,0,0,2,0,0,0,1,0
11954,7,2,2,0,0,2,1,1,1,3,4,0,2,1,0,2,4,2,0,1,0,4,4,0,0,1,2,1,1,0,0,0,5,0,1,2,1,1,2,2,1,0,0,0,0,1,0,0,1,5,7,2,3,1,0,1,0,0,1,0,0,0,1,0
11956,7,2,2,0,0,2,1,1,1,2,4,1,2,1,0,1,4,2,0,0,0,3,4,0,0,1,1,0,1,0,0,0,4,0,1,1,0,0,1,2,0,0,0,0,0,1,0,0,1,3,5,1,3,1,0,1,0,0,1,0,0,0,1,0
11957,4,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0
11958,4,1,1,0,0,1,0,1,0,1,2,1,0,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0
11959,5,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,1,2,1,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0
11962,7,1,1,0,0,1,0,1,0,2,0,0,0,0,0,1,4,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,3,0,2,3,0,0,0,0,1,0,0,0,0,0
11986,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,0,2,0,1,0,0,0,2,1,0,1,0,1,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0
12001,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5,1,0,1,1,1,2,2,1,0,0,0,0,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,0,0,0
12002,5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0
12003,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0
12005,5,1,1,0,0,1,0,1,0,2,0,0,0,0,0,1,2,1,0,1,0,2,2,0,0,0,1,1,0,0,0,0,2,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,3,5,1,2,1,0,0,0,0,1,0,0,0,0,0
12007,4,2,1,0,0,1,0,1,1,1,1,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,3,2,1,2,0,1,0,0,1,0,0,0,0,0
12015,2,1,1,0,0,1,1,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,1,1,1,2,1,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
12016,9,1,1,0,0,1,0,1,0,2,2,1,1,1,0,1,5,1,0,1,0,1,2,0,0,1,2,2,0,0,0,0,7,2,0,1,1,1,3,3,2,0,1,0,0,2,1,1,0,3,6,2,5,4,0,0,0,0,2,0,0,0,0,0
12030,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,4,0,0,1,2,1,2,2,1,0,0,0,0,1,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
12031,5,1,1,0,0,1,0,1,0,2,1,0,0,1,0,1,2,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,4,1,1,2,0,0,0,0,1,0,0,0,0,0
12034,4,1,1,0,0,1,0,1,0,1,2,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0
12038,33,12,10,0,1,9,5,4,6,7,8,6,0,5,2,4,14,3,0,3,0,2,14,0,0,2,4,1,1,0,0,1,24,3,3,4,4,2,4,9,2,1,0,1,0,5,2,2,2,3,7,3,6,5,2,4,0,0,5,0,0,0,3,0
12039,6,1,1,0,0,1,0,1,0,1,2,2,0,1,1,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,2,0,1,2,0,0,0,0,2,0,0,0,0,0
